glpostingdate,timestamp,aftercloseflag,sourcename,glaccountid,glaccountname,deptname,divisionname,deptid,dividx,username,ref1,sourceidx,drcr,amount,dr,cr,reportdate,astitle,ascompanyname,rolluppayments,ponum
10/17/25 0:00,10/22/25 13:42,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,CLINT,"Maximum Quality Foods`203959Maximum Quality Foods, Inc",10,D,7571,7571,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",1023,
10/17/25 0:00,10/22/25 13:57,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204059La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",919,
10/17/25 0:00,10/22/25 13:57,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204059La Mirada, CA",10,D,1997,1997,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",920,
10/17/25 0:00,10/22/25 14:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204000La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",961,
10/17/25 0:00,10/22/25 14:03,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204000La Mirada, CA",10,D,2000,2000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",962,
10/17/25 0:00,10/22/25 14:58,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,AMERIFRESH - YAKIMA`203950USF- Cincinnati,10,D,5100,5100,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",538,
10/17/25 0:00,10/23/25 13:47,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,O.K. Produce`204021Ca,10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",193,
10/17/25 0:00,10/23/25 13:47,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,O.K. Produce`204021Ca,10,D,1900,1900,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",194,
10/17/25 0:00,10/24/25 11:09,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,E. ARMATA PRODUCE`204031NEW YORK,10,C,-228,0,228,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",452,
10/17/25 0:00,10/24/25 11:09,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,E. ARMATA PRODUCE`204031NEW YORK,10,C,-92,0,92,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",453,
10/17/25 0:00,10/29/25 14:11,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,CLINT,Indianapolis Fruit Co. Inc`204154Indiana,10,C,-4500,0,4500,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",765,
10/17/25 0:00,10/29/25 14:11,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,CLINT,Indianapolis Fruit Co. Inc`204154Indiana,10,D,5300,5300,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",766,
10/17/25 0:00,10/29/25 14:43,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204072La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",271,
10/17/25 0:00,10/29/25 14:43,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204072La Mirada, CA",10,D,1997,1997,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",272,
10/17/25 0:00,10/29/25 14:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`204009MI",10,C,-4700,0,4700,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",277,
10/17/25 0:00,10/29/25 14:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`204009MI",10,D,4733,4733,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",278,
10/17/25 0:00,10/29/25 14:51,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204004La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",281,
10/17/25 0:00,10/29/25 14:51,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204004La Mirada, CA",10,D,2087,2087,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",282,
10/17/25 0:00,11/6/25 10:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,"Progressive Produce Corp.`204007La Mirada, CA",10,C,-1987,0,1987,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",636,
10/17/25 0:00,11/6/25 10:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,"Progressive Produce Corp.`204007La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",637,
10/17/25 0:00,11/6/25 10:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,"Progressive Produce Corp.`204007La Mirada, CA",10,D,187,187,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",638,
10/18/25 0:00,10/21/25 8:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"McAneny Bros`203875Ebensburg, PA",10,D,5800,5800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",475,
10/18/25 0:00,10/21/25 8:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"McAneny Bros`203876Ebensburg, PA",10,D,5800,5800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",485,
10/18/25 0:00,10/21/25 8:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,North American Produce`204034Philadelphia,10,D,6600,6600,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",486,
10/18/25 0:00,10/21/25 8:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204124Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",495,
10/18/25 0:00,10/21/25 8:45,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204024Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",496,
10/18/25 0:00,10/21/25 8:46,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204122Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",505,
10/18/25 0:00,10/21/25 8:47,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Powerhouse Produce`204063Lawrenceville, GA",10,D,6300,6300,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",524,
10/18/25 0:00,10/21/25 8:48,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204003La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",526,
10/18/25 0:00,10/21/25 8:49,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204074La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",539,
10/18/25 0:00,10/21/25 8:49,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204060La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",540,
10/18/25 0:00,10/21/25 8:50,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,Progressive Produce Corp.`203934SAFEWAY AZ,10,D,3500,3500,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",542,
10/18/25 0:00,10/21/25 8:50,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204001La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",559,
10/18/25 0:00,10/21/25 8:50,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204071La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",560,
10/18/25 0:00,10/21/25 8:50,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204002La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",561,
10/18/25 0:00,10/21/25 8:51,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,Progressive Produce Corp.`203810SAFEWAY AZ,10,D,3500,3500,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",563,
10/18/25 0:00,10/21/25 9:05,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204005La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",315,
10/18/25 0:00,10/21/25 9:06,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Spartan Stores, Inc`204017FARGO",10,D,3400,3400,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",499,
10/18/25 0:00,10/22/25 13:56,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204074La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",888,
10/18/25 0:00,10/22/25 13:56,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204074La Mirada, CA",10,D,2000,2000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",889,
10/18/25 0:00,10/22/25 13:57,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204060La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",906,
10/18/25 0:00,10/22/25 13:57,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204060La Mirada, CA",10,D,2197,2197,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",907,
10/18/25 0:00,10/22/25 13:59,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`204017FARGO",10,C,-3400,0,3400,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",942,
10/18/25 0:00,10/22/25 13:59,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`204017FARGO",10,D,3527.5,3527.5,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",943,
10/18/25 0:00,10/22/25 14:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204005La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",951,
10/18/25 0:00,10/22/25 14:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204005La Mirada, CA",10,D,2000,2000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",956,
10/18/25 0:00,10/22/25 14:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204003La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",959,
10/18/25 0:00,10/22/25 14:02,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204003La Mirada, CA",10,D,2000,2000,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",960,
10/18/25 0:00,10/29/25 14:52,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204002La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",283,
10/18/25 0:00,10/29/25 14:52,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204002La Mirada, CA",10,D,2187,2187,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",284,
10/18/25 0:00,10/29/25 14:52,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204001La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",285,
10/18/25 0:00,10/29/25 14:52,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204001La Mirada, CA",10,D,1997,1997,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",286,
10/18/25 0:00,10/29/25 14:54,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,Progressive Produce Corp.`203934SAFEWAY AZ,10,C,-3500,0,3500,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",287,
10/18/25 0:00,10/29/25 14:54,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,Progressive Produce Corp.`203934SAFEWAY AZ,10,D,3306,3306,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",288,
10/19/25 0:00,10/21/25 8:44,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204125Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",494,
10/19/25 0:00,10/21/25 8:48,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204006La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",525,
10/19/25 0:00,10/29/25 14:45,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204006La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",279,
10/19/25 0:00,10/29/25 14:45,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204006La Mirada, CA",10,D,2182,2182,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",280,
10/20/25 0:00,10/21/25 15:14,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,E. ARMATA PRODUCE`204177NEW YORK,10,C,-228,0,228,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",343,
10/20/25 0:00,10/21/25 15:14,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,E. ARMATA PRODUCE`204177NEW YORK,10,C,-92,0,92,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",344,
10/20/25 0:00,10/21/25 15:15,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,Indianapolis Fruit Co. Inc`204117Indiana,10,D,4500,4500,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",394,
10/20/25 0:00,10/21/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Mrs. Dennis' Potato Farm, Inc.`204179Wauseon, OH",10,D,4500,4500,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",434,
10/20/25 0:00,10/21/25 15:18,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204199Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",435,
10/20/25 0:00,10/21/25 15:19,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204127Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",447,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204126Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",448,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204151La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",449,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204148La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",450,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204091La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",451,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Progressive Produce Corp.`204066La Mirada, CA",10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",467,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Spartan Stores, Inc`204196MI",10,D,4700,4700,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",468,
10/20/25 0:00,10/21/25 15:20,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,"Spartan Stores, Inc`204195MI",10,D,4700,4700,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",469,
10/20/25 0:00,10/22/25 14:59,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,JULIE,O.K. Produce`204090Ca,10,D,1800,1800,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",548,
10/20/25 0:00,10/23/25 13:50,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,"Spartan Stores, Inc`204195MI",10,C,-4700,0,4700,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",195,
10/20/25 0:00,10/23/25 13:50,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,MARY,"Spartan Stores, Inc`204195MI",10,D,4620,4620,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",196,
10/20/25 0:00,10/29/25 14:32,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`204196MI",10,C,-4700,0,4700,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",630,
10/20/25 0:00,10/29/25 14:32,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Spartan Stores, Inc`204196MI",10,D,4635,4635,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",631,
10/20/25 0:00,10/29/25 14:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204151La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",634,
10/20/25 0:00,10/29/25 14:33,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204151La Mirada, CA",10,D,2337,2337,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",635,
10/20/25 0:00,10/29/25 14:36,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204148La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",220,
10/20/25 0:00,10/29/25 14:36,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204148La Mirada, CA",10,D,2097,2097,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",221,
10/20/25 0:00,10/29/25 14:41,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204091La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",222,
10/20/25 0:00,10/29/25 14:41,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204091La Mirada, CA",10,D,2177,2177,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",223,
10/20/25 0:00,10/29/25 14:43,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204066La Mirada, CA",10,C,-1800,0,1800,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",273,
10/20/25 0:00,10/29/25 14:43,N,Invoicing,655,Freight,Rigby Produce,Rigby Produce,1,1,NICK,"Progressive Produce Corp.`204066La Mirada, CA",10,D,2097,2097,0,"Nov 14, 2025 17:49:17",GL Activity Detail Report by Account,"Rigby Produce, Inc.",274,
